ticker,price,volume,exchange,timestamp
MSFT,370.13,32547,NASDAQ,2026-03-17 13:32:52
TSLA,332.52,49274,NASDAQ,2026-03-17 13:26:34
GOOGL,231.28,98378,NASDAQ,2026-03-17 13:24:10
NFLX,477.61,42998,NYSE,2026-03-16 17:24:57
GOOGL,378.92,60189,NASDAQ,2026-03-16 18:37:30
NVDA,148.02,56414,NYSE,2026-03-17 13:40:15
TSLA,201.99,75850,NYSE,2026-03-17 13:35:32
META,452.37,6445,NYSE,2026-03-17 13:26:53
NFLX,57.33,20807,NASDAQ,2026-03-17 13:20:51
NVDA,141.04,90355,NYSE,2026-03-17 06:13:17
TSLA,92.0,47342,NASDAQ,2026-03-17 13:30:21
MSFT,73.3,82099,NASDAQ,2026-03-17 13:27:43
NVDA,344.97,92335,NYSE,2026-03-17 13:35:47
MSFT,317.16,68184,NASDAQ,2026-03-17 13:29:26
GOOGL,494.67,55453,NYSE,2026-03-17 13:42:58
GOOGL,378.84,13525,NYSE,2026-03-17 13:24:04
MSFT,222.22,98817,NYSE,2026-03-17 13:29:59
GOOGL,288.73,1210,NYSE,2026-03-17 13:28:40
MSFT,463.95,80850,NASDAQ,2026-03-17 11:16:28
GOOGL,113.01,16242,NASDAQ,2026-03-17 13:37:10
MSFT,161.5,84591,NYSE,2026-03-17 13:32:11
V,178.21,90602,NYSE,2026-03-16 21:50:55
TSLA,142.45,79651,NYSE,2026-03-17 13:41:03
AAPL,402.71,31470,NASDAQ,2026-03-17 13:42:37
V,81.96,1681,NASDAQ,2026-03-17 10:12:39
V,239.39,71712,NYSE,2026-03-17 13:21:56
GOOGL,57.51,8951,NYSE,2026-03-17 13:48:27
AAPL,476.91,52263,NASDAQ,2026-03-17 13:35:05
NVDA,240.61,52827,NYSE,2026-03-17 13:34:01
MSFT,174.86,40720,NYSE,2026-03-17 13:43:43
MSFT,291.38,51313,NYSE,2026-03-17 13:36:56
AMZN,76.06,11400,NASDAQ,2026-03-17 13:31:51
AAPL,189.18,97315,NYSE,2026-03-17 13:29:05
AAPL,123.72,45543,NASDAQ,2026-03-17 13:45:56
TSLA,379.82,15573,NYSE,2026-03-17 13:37:10
JPM,78.74,93465,NYSE,2026-03-17 13:34:48
AAPL,274.82,74402,NYSE,2026-03-17 13:42:13
GOOGL,452.42,88458,NYSE,2026-03-17 13:34:51
AAPL,436.41,1710,NYSE,2026-03-17 13:39:03
MSFT,130.53,4735,NASDAQ,2026-03-17 13:42:25
META,172.07,10308,NASDAQ,2026-03-17 13:30:05
AAPL,130.7,67703,NYSE,2026-03-17 11:41:30
NFLX,439.71,40823,NASDAQ,2026-03-17 13:36:22
